Plate,Well,F0,Fmax,DFF
M0028,G06,1818,6423,2.5330033
M0028,G07,12653,17750,0.402829369
M0028,G08,5846,13524,1.313376668
M0028,G09,1299,6890,4.304080062
M0028,G10,12148,21738,0.789430359
M0028,G11,11498,15347,0.33475387
M0028,G12,10856,17432,0.605747973
M0028,H01,11440,20125,0.759178322
M0028,H02,4165,13027,2.127731092
M0028,H03,4546,13623,1.996700396
M0028,H04,6465,15881,1.45645785
M0028,H05,5158,14215,1.755913145
M0028,H06,5207,14056,1.699443057
M0028,H07,9415,17848,0.895698354
M0028,H08,10179,14607,0.435013263
M0028,H09,2577,6549,1.541327125
M0028,H10,1197,7550,5.307435255
M0028,H11,4629,10858,1.345647008
M0028,H12,11818,15767,0.334151295
